id,projects(slug),title_en,title_kk,title_ru,external_link,internal_link
1287,mfa,Investment projects,Инвестициялық жобалар,Инвестиционные проекты,,/memleket/entities/mfa/investment-projects
1273,aqmola,Investment projects,Инвестициялық жобалар,Инвестиционные проекты,,/memleket/entities/aqmola/investment-projects
1274,aktobe,Investment projects,Инвестициялық жобалар,Инвестиционные проекты,,/memleket/entities/aktobe/investment-projects
1278,atyrau,Investment projects,Инвестициялық жобалар,Инвестиционные проекты,,/memleket/entities/atyrau/investment-projects
1279,akimvko,Investment projects,Инвестициялық жобалар,Инвестиционные проекты,,/memleket/entities/akimvko/investment-projects
1281,almaty,Investment projects,Инвестициялық жобалар,Инвестиционные проекты,,/memleket/entities/almaty/investment-projects
1286,shymkent,Investment projects,Инвестициялық жобалар,Инвестиционные проекты,,/memleket/entities/shymkent/investment-projects
1293,zhambyl,Investment projects,Инвестициялық жобалар,Инвестиционные проекты,,/memleket/entities/zhambyl/investment-projects
1297,bko,Investment projects,Инвестициялық жобалар,Инвестиционные проекты,,/memleket/entities/bko/investment-projects
1296,karaganda,Investment projects,Инвестициялық жобалар,Инвестиционные проекты,,/memleket/entities/karaganda/investment-projects
1295,kostanay,Investment projects,Инвестициялық жобалар,Инвестиционные проекты,,/memleket/entities/kostanay/investment-projects
1294,kyzylorda kyzylorda-kasipkerlik,Investment projects,Инвестициялық жобалар,Инвестиционные проекты,,/memleket/entities/kyzylorda/investment-projects
1292,mangystau,Investment projects,Инвестициялық жобалар,Инвестиционные проекты,,/memleket/entities/mangystau/investment-projects
1289,sko,Investment projects,Инвестициялық жобалар,Инвестиционные проекты,,/memleket/entities/sko/investment-projects
1288,ontustik,Investment projects,Инвестициялық жобалар,Инвестиционные проекты,,/memleket/entities/ontustik/investment-projects
1309,qrmkq,Accreditation,Аккредиттеу,Аккредитация,https://accr.sgork.kz:64778/user_login/?next=/application/,
1311,emer,Survey,Сауал,Опрос,,/memleket/entities/emer/survey/968
1320,enbek-sko,back to the Committee page,Комитеттің парақшасына қайта оралу,назад на страницу Комитета,https://www.gov.kz/memleket/entities/lspm?lang=ru,
1321,enbek-sko,Write an appeal,Өтініш жазу,Написать обращение,,/memleket/entities/enbek-sko/activities/population
1319,enbek-sko,Answers to frequently asked questions,Жиі қойылатын сұрақтарға жауаптар,Ответы на часто задаваемые вопросы,,/memleket/entities/enbek-sko/faq/1
700,atyrau,Online reception,Онлайн қабылдау,Онлайн-приемная,https://www.gov.kz/memleket/entities/atyrau/activities/population?lang=ru,
699,atyrau,Department for Control over Consideration of Appeals,Өтініштерді қарауды бақылау бөлімі,Отдел по контролю за рассмотрением обращений,https://www.gov.kz/memleket/entities/atyrau/about/structure/departments/leadership/12648/1?lang=ru,
1302,uralsk,DEPARTMENT FOR MONITORING REQUESTS,ӨТІНІШТЕР БӨЛІМІ,ОТДЕЛ ОБРАЩЕНИЙ,,/memleket/entities/uralsk/about/structure/departments/leadership/4592/1?lang=ru
1305,uralsk,FREQUENTLY ASKED QUESTIONS,ЖИІ ҚОЙЫЛАТЫН СҰРАҚТАР,ЧАСТО ЗАДАВАЕМЫЕ ВОПРОСЫ,,/memleket/entities/uralsk/faq/1?lang=ru
1304,uralsk,Reception schedule,АЗАМАТТАРДЫ ҚАБЫЛДАУ КЕСТЕСІ,ГРАФИК ПРИЕМ ГРАЖДАН,,/memleket/entities/uralsk/activities/appointment-schedule?lang=ru
1394,emer,Voluntary activity,Волонтерлік қызмет,Волонтерская деятельность,,/memleket/entities/emer/page/11606
1395,kostanai-saulet,Back to the Akimat homepage,Әкімдіктің басты бетіне оралу,Вернуться на главную страницу Акимата,,/memleket/entities/kostanay?lang=ru
1396,kostanai-saulet,Back to the Department homepage,Басқарманың басты бетіне оралу,Вернуться на главную страницу Управления,,/memleket/entities/kostanai-saulet?lang=ru
1397,mam,Structure,Құрылым,Структура,,/memleket/entities/mam/about/structure
305,mam,Complain about the content,Интернет контентке шағым айту,Пожаловаться на интернет контент,,/memleket/entities/mam/report-internet-content
1068,emer,Operational information for the day,Бір тәулік ішіндегі жедел ақпарат,Оперативная информация за сутки,,/memleket/entities/emer/press/article/details/161937
1400,language education quality, Back to the Ministrys page, Министрліктің бетіне оралу,  Вернуться на страницу Министерства,,/memleket/entities/sci
1402,zhetysu-oblysy,Investment projects,Инвестициялық жобалар,Инвестиционные проекты,,/memleket/entities/zhetysu-oblysy/investment-projects
1403,abay,Investment projects,Инвестициялық жобалар,Инвестиционные проекты,,/memleket/entities/abay/investment-projects
1404,ulytau,Investment projects,Инвестициялық жобалар,Инвестиционные проекты,,/memleket/entities/ulytau/investment-projects
1542,mti,Hotline,Сенім телефоны,Горячая линия,,/memleket/entities/mti/documents/details/391362
1543,maslihat-pavlodar-pvl,Announcement,Хабарландыру,Объявления,https://www.gov.kz/memleket/entities/maslihat-pavlodar-pvl/press/article/1?lang=ru&publication_type=_11,
1605,ksrk,Procedure and Conditions for Admissibility of Citizens Appeals to the CC,Азаматтардың Конституциялық Сотқа өтінішпен жүгінуінің тәртібі мен шарттары,Порядок и условия допустимости обращений граждан в КС,https://www.gov.kz/memleket/entities/ksrk/press/news/details/650574?lang=ru,
1604,ksrk,Sample Appeal to the CC,КС-қа өтініштің үлгісі,Образец обращения в КС,https://www.gov.kz/memleket/entities/ksrk/documents/details/400497?lang=ru,
1607,adilet,Survey to determine the level of effectiveness of the work of the state body for compliance with ethical standards,Әдеп нормаларын сақтау бойынша мемлекеттік орган жұмысының тиімділігі деңгейін анықтауға арналған сауалнама,Опрос для определения уровня эффективности работы государственного органа по соблюдению этических норм,,/memleket/entities/adilet/survey/594
1608,adilet,Register of protective documents,Қорғалатын құжаттар тізілімі,Реестр охранных документов,https://gosreestr.kazpatent.kz/,
1609,adilet,State register of regulatory legal acts of the Republic of Kazakhstan,ҚР НҚА Мемлекеттік тізілімі,Государственный реестр НПА РК,https://zanorda.kz/ru,
1610,adilet,Procurements,Мемлекеттік сатып алу,Государственные закупки,,/memleket/entities/adilet/procurements
1611,adilet,Rating of private enforcement agents,Әрекеттегі жеке сот орындаушылар,Действующие частные судебные исполнители,https://aisoip.adilet.gov.kz/forCitizens/departments,
1613,mdai,Become a member of the Astana Hub international technology park of IT-startups,Astana Hub халықаралық IT-стартаптар технопаркіне қатыс,Стать участником международного технопарка IT-стартапов Astana Hub,https://registration.astanahub.com,
1614,mdai,Issues of ensuring cyber security (recommendations),Киберқауіпсіздік қамтамасыз ету мәселелері бойынша ұсыныстар,Рекомендации по вопросам обеспечения кибербезопасности,,/situations/642
1626,bko-burlin,Peoples Participation Budget 2023,Халық қатысатын бюджет 2023,Бюджет народного участия 2023,https://www.gov.kz/memleket/entities/bko-burlin/bnu/689,
1627,prokuror,The map of treaties,Келісім-шарттар картасы,Карта договоров,https://www.gov.kz/memleket/entities/prokuror/documents/details/471614?lang=ru,
1630,knb,Go to the website of the State Technical Service,МТҚ сайтына өту,Перейти на сайт ГТС,https://sts.kz/,
1667,mfa-antalya,Оnline booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-antalya/online-booking
1668,mfa-munich,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-munich/online-booking
1675,kostanai-naurzum-audany-akimat, Go to the page of the Maslikhat of the Naurzum district, Науырзым аудандық мәслихатының бетіне өту, Перейти на страницу Маслихата Наурзумского района,https://www.gov.kz/memleket/entities/maslihat-naurzum?lang=ru,
1681,mfa-hanoi,Оnline booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-hanoi/online-booking
1683,sci,Investment projects,Инвестициялық жобалар,Инвестиционные проекты,,/memleket/entities/sci/investment-projects
1684,mfa-brussels,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-brussels/online-booking
1685,mfa-sofia,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-sofia/online-booking
1686,mfa-tallin,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-tallin/online-booking
1687,mfa-berlin,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-berlin/online-booking
1688,mfa-stockholm,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-stockholm/online-booking
1689,mfa-belgrad,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-belgrad/online-booking
1690,mfa-ottawa,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-ottawa/online-booking
1691,mfa-washington,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-washington/online-booking
1692,mfa-bandarabbas,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-bandarabbas/online-booking
1693,mfa-abudhabi,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-abudhabi/online-booking
1695,mfa-singapore,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-singapore/online-booking
1696,mfa-tbilisi,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-tbilisi/online-booking
1699,test,Investment projects,Инвестициялық жобалар,Инновационные проекты,,
1704,mdai,"MDDIAI of the Republic of Kazakhstan, as part of the Fostering Productive Innovation Project, announces a call for proposals within the framework of the Inclusive Innovation Consortia Grant Program","ҚР ЦДИАӨМ, Өнімді инновацияларды ынталандыру жобасын іске асыру шеңберінде Инклюзивті инновациялар консорциумдары гранттық бағдарламасы бойынша конкурс жариялайды","МЦРИАП РК, в рамках реализации Проекта Стимулирование продуктивных инноваций, объявляет о проведении конкурса по грантовой программе Консорциумы инклюзивных инноваций",,/memleket/entities/mdai/documents/details/506235
1716,emer,Behavior and action of citizens in an emergency,Азаматтардың ТЖ кезіндегі іс-әрекеттері,Поведение и действия граждан при ЧС,https://www.gov.kz/memleket/entities/emer/documents/1?activities=26568&amp;lang=ru,
1728,mfa-vienna,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-vienna/online-booking
1729,mfa-paris,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-paris/online-booking
1730,mfa-strasbourg,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-strasbourg/online-booking
1731,mfa-helsinki,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-helsinki/online-booking
1732,mfa-athens,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-athens/online-booking
1733,mfa-roma,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-roma/online-booking
1734,mfa-riga,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-riga/online-booking
1735,mfa-vilnius,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-vilnius/online-booking
1736,mfa-bucharest,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-bucharest/online-booking
1737,mfa-addis-ababa,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-addis-ababa/online-booking
1738,mfa-pretoria,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-pretoria/online-booking
1739,mfa-rabat,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-rabat/online-booking
1740,mfa-beirut,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-beirut/online-booking
1741,mfa-ankara,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-ankara/online-booking
1742,mfa-istanbul,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-istanbul/online-booking
1743,mfa-muscat,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-muscat/online-booking
1744,mfa-ulaanbaatar,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-ulaanbaatar/online-booking
1745,mfa-thailand,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-thailand/online-booking
1747,mfa-erevan,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-erevan/online-booking
1748,mfa-minsk,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-minsk/online-booking
1749,mfa-brest,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-brest/online-booking
1750,mfa-bishkek,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-bishkek/online-booking
1751,mfa-jakarta,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-jakarta/online-booking
1752,mfa-dushanbe,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-dushanbe/online-booking
1753,mfa-tashkent,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-tashkent/online-booking
1758,kqon, Back to the Ministrys page, Министрліктің бетіне оралу, Вернуться на страницу Министерства,,/memleket/entities/enbek
1762,mfa-delhi,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-delhi/online-booking
1763,mfa-lisbon,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-lisbon/online-booking
1764,mfa-zagreb,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-zagreb/online-booking
1765,mfa-tokyo,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-tokyo/online-booking
1766,mfa-bratislava,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-bratislava/online-booking
1767,mfa-turkmenbashi,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-turkmenbashi/online-booking
1768,mfa-osh,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-osh/online-booking
1769,mfa-warsaw,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-warsaw/online-booking
1770,mfa-dubai,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-dubai/online-booking
1771,mfa-sydney,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-sydney/online-booking
1772,mfa-kiev,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-kiev/online-booking
1774,mfa-cairo,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-cairo/online-booking
1775,mfa-baku,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-baku/online-booking
1776,mfa-oslo,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-oslo/online-booking
1777,mfa-tehran,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-tehran/online-booking
1778,mfa-gorgan,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-gorgan/online-booking
1779,mfa-seoul,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-seoul/online-booking
1780,mfa-damask,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-damask/online-booking
1781,mfa-tel-aviv,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-tel-aviv/online-booking
1782,mfa-brazil,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-brazil/online-booking
1783,mfa-islamabad,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-islamabad/online-booking
1784,mfa-ashgabat,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-ashgabat/online-booking
1785,mfa-kishinev,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-kishinev/online-booking
1773,mfa-amman,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-amman/online-booking
1786,mfa-kuveyt,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-kuveyt/online-booking
1787,mfa-bern,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-bern/online-booking
1788,mfa-prague,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-prague/online-booking
1789,mfa-doha,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-doha/online-booking
1791,bko-burlin,Assessment of the level of efficiency of the work of state bodies of the akim of the Burlinsky district,Бөрлі ауданы әкімі аппаратының мемлекеттік органдарының мемлекеттік қызметшілерімен қызметтік әдеп нормаларын сақтау тиімділігі деңгейін бағалау,Онлайн-опрос для определения уровня эффективности соблюдения этических норм,https://www.gov.kz/memleket/entities/bko-burlin/survey/1065,
1792,mfa-jeddah,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-jeddah/online-booking
1361,zhetysu-oblysy,Опрос,Сауалнама,Опрос,https://www.gov.kz/memleket/entities/zhetysu-oblysy/press/article/details/150291?lang=ru,
1793,mfa-riyadh,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-riyadh/online-booking
1316,anticorruption,The Concept of Anti-Corruption policy,Сыбайлас жемқорлыққа қарсы саясаттың Тұжырымдамасы,Концепция антикоррупционной политики,,/memleket/entities/anticorruption/activities/17527
1317,anticorruption,National Anti-Corruption Report for 2022,2022 жылғы Сыбайлас жемқорлыққа қарсы іс-қимыл туралы ұлттық баяндама,Национальный доклад о противодействии коррупции за 2022 год,,/memleket/entities/anticorruption/documents/details/494573?lang=ru
1698,anticorruption,Anti-Corruption Volunteering,Жемқорлыққа қарсы волонтерлік,Антикоррупционное волонтерство,,/memleket/entities/anticorruption/documents/details/502384?lang=ru
1029,pavlodar,Schedule of reception of citizens,Азаматтарды қабылдау орталығы,Центр приема граждан,,/memleket/entities/pavlodar/press/article/details/144219?lang=ru
1760,pavlodar,Meeting with the population of the akim of Pavlodar region,Павлодар облысы әкімінің тұрғындармен кездесуі,Встреча с населением акима Павлодарской области,,/memleket/entities/pavlodar/page/14702?lang=ru
1759,pavlodar,Аkimats of cities and districts,Аудандар мен қалалардың әкімдіктері,Акиматы районов и городов,,/memleket/entities/pavlodar/about/structure/49/1?lang=ru
1761,ksrk,Guidelines for the activities of the CС,КС қызметі бойынша нұсқаулық,Руководство по деятельности КС,https://www.gov.kz/memleket/entities/ksrk/documents/details/515144?lang=ru,
1282,astana,Investment projects,Инвестициялық жобалар,Инвестиционные проекты,,/memleket/entities/astana/investment-projects
1805,mfa-urumqi,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-urumqi/online-booking
974,prokuror,Call-center for business and investor protection,Бизнес пен инвесторлардың құқықтарын қорғау CALL- орталығы,CALL - центр по защите бизнеса и инвесторов,,/memleket/entities/prokuror/press/article/details/45384
1806,mfa-ekaterinburg,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,mfa-ekaterinburg/online-booking?lang=ru
1807,aqmola-selinograd,Notification,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/aqmola-selinograd/activities/49581?lang=ru,
1694,mfa-hongkong,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-hongkong/online-booking
1809,mfa-beijing,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-beijing/online-booking
1810,mfa-kuala-lumpur,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-kuala-lumpur/online-booking
1811,mfa-budapest,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-budapest/online-booking
1812,mfa-madrid,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-madrid/online-booking
1813,mfa-shanghai,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-shanghai/online-booking
1814,mfa-frankfurt,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-frankfurt/online-booking
1815,mfa-hague,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-hague/online-booking
1816,mfa-london,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-london/online-booking
1849,mfa-newyork,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-newyork/online-booking
1889,kostanai-mendykarin-borovskoy,Improvement,Абаттандыру,Благоустройство,borovskoe_klas,borovskoe_klas
1623,uralsk,Бюджет народного участия 2024,Халық қатысатын бюджет 2023,Бюджет народного участия 2024,,/memleket/entities/uralsk/bnu/769?lang=ru
1956,anticorruption,The history and development of the Anti-Corruption Service,Сыбайлас жемқорлыққа қарсы қызметтің тарихы мен дамуы,История и развитие Антикоррупционной службы,,/memleket/entities/anticorruption/documents/details/565201?lang=ru
1959,astana,Public procurement,Мемлекеттік сатып алулар,Государственные закупки,,/memleket/entities/astana/procurements
1960,astana,Law On access to information,Ақпаратқа қол жеткізу туралы Заңы,Закон о доступе к информации,,/memleket/entities/astana/documents/details/adilet/Z1500000401
1276,almobl,Investment projects,Инвестициялық жобалар,Инвестиционные проекты,,/memleket/entities/almobl/investment-projects
1965,akimvko,Reception Center for citizens,Азаматтарды қабылдау орталығы,Центр приема граждан,https://www.gov.kz/memleket/entities/akimvko/activities/36712,
1963,almobl,*,Азаматтарды қабылдау орталығы,Центр приема граждан,,/memleket/entities/almobl/press/article/details/144233
1999,mfa-san-francisko,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-san-francisko/online-booking
2000,mfa-mexico,Online booking for consular services,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,/memleket/entities/mfa-mexico/online-booking
2002,zhetysu-oblysy,Social projects for non-governmental organizations,Үкіметтік емес ұйымдарға арналған әлеуметтік жобалар,Социальные проекты для неправительственных организаций,https://www.gov.kz/memleket/entities/zhetysu-oblysy/discussion-documents/1?lang=ru,
2008,kostanai-zhumys-aleumettik-korgau,Reception Center for citizens,Азаматтарды қабылдау орталығы,Центр прима граждан,,/memleket/entities/kostanai-zhumys-aleumettik-korgau/press/article/details/148061
2025,aqmola-upt,Reception Center for citizens,Азаматтарды қабылдау орталығы,Центр приема граждан,,/memleket/entities/aqmola-upt/press/article/details/148369
2019,ksrk,Frequently Asked Questions,Жиі қойылатын сұрақтар,Часто задаваемые вопросы,https://www.gov.kz/memleket/entities/ksrk/activities/37897?lang=ru,
698,bko,RECEPTION SCHEDULE,ҚАБЫЛДАУ КЕСТЕСІ,ГРАФИК ПРИЕМА ГРАЖДАН,,/memleket/entities/bko/activities/appointment-schedule?lang=ru
1754,medt,Tajikistan trade portal,,Торговый портал Таджикистана,https://tajtrade.tj/?l=ru,
1755,medt,Free economic zones,,Свободные экономические зоны,http://www.fez.tj/,
1757,medt,World Trade Organization,,Всемирная торговая организация,https://www.wto.org/,
2092,bko-kasipkerlik,RECEPTION SCHEDULE,ҚАБЫЛДАУ КЕСТЕСІ,ГРАФИК ПРИЕМА ГРАЖДАН,,bko-kasipkerlik/activities/appointment-schedule
2142,kostanay,Online broadcasts of akimat meetings,Әкімдік отырыстарының онлайн-трансляциялары,Онлайн-трансляции заседаний акимата,https://www.gov.kz/memleket/entities/kostanay/press/article/details/157256?lang=ru,
2146,almobl almobl-balkhash almobl-enbekshikazah almobl-zhambyl almobl-ile almobl-karasay almobl-kegen almobl-raiymbek almobl-talgar almobl-uigur almobl-qonaev almobl-transport almobl-kurylys almobl-kasipkerlik almobl-auyl almobl-economy almobl-zher almobl-til almobl-tourism almobl-tabigat almobl-energy almobl-saulet almobl-social almobl-densaulyk almobl-sayasat almobl-bilim almobl-karzhy almobl-cultura-arhiv almobl-sport almobl-enbek almobl-din almobl-veterinaria almobl-memleket-saulet zhetysu-zher-paidalanu-udalen almobl-satyp-alu almobl-tehnologiya,NOTIFICATION,Ескерту,Оповещения,https://www.gov.kz/memleket/entities/almobl/activities/47791?lang=ru,
2148,kostanay,ALERTS,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/kostanay/activities/48020?lang=ru,
2154,kostanai-rudnyi-kalasy-akimat,Alerts,Ескертулер,Оповещания,https://www.gov.kz/memleket/entities/kostanai-rudnyi-kalasy-akimat/activities/48130?lang=ru,
2175,bko-bokeyorda,NOTIFICATION,ҚҰЛАҚТАНДЫРУ,ОПОВЕЩЕНИЕ,https://www.gov.kz/memleket/entities/bko-bokeyorda/press/article/details/162713?lang=ru,
